mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__estimator,param_clf__estimator__criterion,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.20902657508850098,0.009216455040491468,0.016312122344970703,0.0032401121449210143,RandomForestClassifier(),gini,"{'clf__estimator': RandomForestClassifier(), 'clf__estimator__criterion': 'gini'}",0.7421875,0.76171875,0.81640625,0.7734375,0.03141233875472609,1
0.017545779546101887,0.0001275903039912514,0.009272495905558268,0.0001910783073043447,SVC(),,{'clf__estimator': SVC()},0.75390625,0.73828125,0.8125,0.7682291666666666,0.03194751079787838,2
0.23164884249369302,0.015763894041691172,0.015615622202555338,0.003068649767283113,RandomForestClassifier(),entropy,"{'clf__estimator': RandomForestClassifier(), 'clf__estimator__criterion': 'entropy'}",0.73046875,0.7421875,0.82421875,0.765625,0.04170733692199731,3
0.006440957387288411,8.233932896867695e-05,0.016422510147094727,0.0003239969599565429,KNeighborsClassifier(),,{'clf__estimator': KNeighborsClassifier()},0.72265625,0.7109375,0.74609375,0.7265625,0.014615849167085708,4
0.00797597567240397,0.00012257008228716267,0.002672433853149414,4.0727495110440464e-05,DecisionTreeClassifier(),,{'clf__estimator': DecisionTreeClassifier()},0.64453125,0.68359375,0.71484375,0.6809895833333334,0.02876396098225849,5
